description,code,style,topic,keywords
"создай программу с strategy pattern для алгоритмов сортировки","#include <iostream>\n#include <vector>\n#include <algorithm>\n#include <memory>\nusing namespace std;\n\nclass SortStrategy {\npublic:\n    virtual void sort(vector<int>& data) = 0;\n    virtual ~SortStrategy() = default;\n};\n\nclass BubbleSort : public SortStrategy {\npublic:\n    void sort(vector<int>& data) override {\n        cout << \"Сортировка пузырьком\" << endl;\n        for (size_t i = 0; i < data.size() - 1; ++i) {\n            for (size_t j = 0; j < data.size() - i - 1; ++j) {\n                if (data[j] > data[j + 1]) {\n                    swap(data[j], data[j + 1]);\n                }\n            }\n        }\n    }\n};\n\nclass QuickSort : public SortStrategy {\n    void quicksort(vector<int>& data, int left, int right) {\n        if (left < right) {\n            int pivot = data[(left + right) / 2];\n            int i = left, j = right;\n            \n            while (i <= j) {\n                while (data[i] < pivot) i++;\n                while (data[j] > pivot) j--;\n                if (i <= j) {\n                    swap(data[i], data[j]);\n                    i++;\n                    j--;\n                }\n            }\n            \n            quicksort(data, left, j);\n            quicksort(data, i, right);\n        }\n    }\n    \npublic:\n    void sort(vector<int>& data) override {\n        cout << \"Быстрая сортировка\" << endl;\n        if (!data.empty()) {\n            quicksort(data, 0, data.size() - 1);\n        }\n    }\n};\n\nclass Sorter {\nprivate:\n    unique_ptr<SortStrategy> strategy;\n    \npublic:\n    void setStrategy(unique_ptr<SortStrategy> s) {\n        strategy = move(s);\n    }\n    \n    void sort(vector<int>& data) {\n        if (strategy) {\n            strategy->sort(data);\n        }\n    }\n};\n\nint main() {\n    vector<int> data = {5, 2, 8, 1, 9, 3};\n    Sorter sorter;\n    \n    sorter.setStrategy(make_unique<BubbleSort>());\n    sorter.sort(data);\n    cout << \"Результат: \";\n    for (int n : data) cout << n << \" \";\n    cout << endl;\n    \n    data = {5, 2, 8, 1, 9, 3};\n    sorter.setStrategy(make_unique<QuickSort>());\n    sorter.sort(data);\n    cout << \"Результат: \";\n    for (int n : data) cout << n << \" \";\n    cout << endl;\n    \n    return 0;\n}"
"напиши программу с adapter pattern для совместимости интерфейсов","#include <iostream>\n#include <memory>\nusing namespace std;\n\n// Старый интерфейс\nclass LegacyRectangle {\npublic:\n    void draw(int x1, int y1, int x2, int y2) {\n        cout << \"LegacyRectangle: рисую из (\" << x1 << \",\" << y1 \n             << \") в (\" << x2 << \",\" << y2 << \")\" << endl;\n    }\n};\n\n// Новый интерфейс\nclass Shape {\npublic:\n    virtual void draw(int x, int y, int width, int height) = 0;\n    virtual ~Shape() = default;\n};\n\n// Адаптер\nclass RectangleAdapter : public Shape {\nprivate:\n    unique_ptr<LegacyRectangle> legacyRect;\n    \npublic:\n    RectangleAdapter() : legacyRect(make_unique<LegacyRectangle>()) {}\n    \n    void draw(int x, int y, int width, int height) override {\n        int x2 = x + width;\n        int y2 = y + height;\n        legacyRect->draw(x, y, x2, y2);\n    }\n};\n\nint main() {\n    unique_ptr<Shape> shape = make_unique<RectangleAdapter>();\n    shape->draw(10, 20, 50, 30);\n    \n    return 0;\n}"
"создай программу с command pattern для выполнения операций","#include <iostream>\n#include <vector>\n#include <memory>\n#include <string>\nusing namespace std;\n\nclass Command {\npublic:\n    virtual void execute() = 0;\n    virtual void undo() = 0;\n    virtual ~Command() = default;\n};\n\nclass TextEditor {\nprivate:\n    string text;\n    \npublic:\n    void addText(const string& newText) {\n        text += newText;\n    }\n    \n    void deleteText(size_t length) {\n        if (length <= text.length()) {\n            text = text.substr(0, text.length() - length);\n        }\n    }\n    \n    string getText() const {\n        return text;\n    }\n};\n\nclass AddTextCommand : public Command {\nprivate:\n    TextEditor& editor;\n    string addedText;\n    \npublic:\n    AddTextCommand(TextEditor& ed, const string& text) \n        : editor(ed), addedText(text) {}\n    \n    void execute() override {\n        editor.addText(addedText);\n        cout << \"Текст добавлен: \" << editor.getText() << endl;\n    }\n    \n    void undo() override {\n        editor.deleteText(addedText.length());\n        cout << \"Отмена: \" << editor.getText() << endl;\n    }\n};\n\nclass CommandManager {\nprivate:\n    vector<unique_ptr<Command>> history;\n    size_t current = 0;\n    \npublic:\n    void executeCommand(unique_ptr<Command> cmd) {\n        if (current < history.size()) {\n            history.resize(current);\n        }\n        cmd->execute();\n        history.push_back(move(cmd));\n        current++;\n    }\n    \n    void undo() {\n        if (current > 0) {\n            current--;\n            history[current]->undo();\n        }\n    }\n    \n    void redo() {\n        if (current < history.size()) {\n            history[current]->execute();\n            current++;\n        }\n    }\n};\n\nint main() {\n    TextEditor editor;\n    CommandManager manager;\n    \n    manager.executeCommand(make_unique<AddTextCommand>(editor, \"Hello \"));\n    manager.executeCommand(make_unique<AddTextCommand>(editor, \"World!\"));\n    \n    manager.undo();\n    manager.undo();\n    manager.redo();\n    \n    return 0;\n}"
"напиши программу с dependency injection через шаблоны","#include <iostream>\n#include <memory>\n#include <string>\nusing namespace std;\n\nclass Logger {\npublic:\n    virtual void log(const string& message) = 0;\n    virtual ~Logger() = default;\n};\n\nclass ConsoleLogger : public Logger {\npublic:\n    void log(const string& message) override {\n        cout << \"[CONSOLE] \" << message << endl;\n    }\n};\n\nclass FileLogger : public Logger {\npublic:\n    void log(const string& message) override {\n        cout << \"[FILE] \" << message << endl;\n    }\n};\n\ntemplate<typename LoggerType>\nclass Service {\nprivate:\n    unique_ptr<LoggerType> logger;\n    \npublic:\n    Service(unique_ptr<LoggerType> log) : logger(move(log)) {}\n    \n    void doWork() {\n        logger->log(\"Начало работы\");\n        // Какая-то работа\n        logger->log(\"Конец работы\");\n    }\n};\n\nint main() {\n    auto consoleService = Service<ConsoleLogger>(make_unique<ConsoleLogger>());\n    consoleService.doWork();\n    \n    auto fileService = Service<FileLogger>(make_unique<FileLogger>());\n    fileService.doWork();\n    \n    return 0;\n}"
"создай программу с type erasure для хранения любых callable объектов","#include <iostream>\n#include <memory>\n#include <functional>\nusing namespace std;\n\nclass AnyCallable {\nprivate:\n    struct Concept {\n        virtual ~Concept() = default;\n        virtual void call() = 0;\n    };\n    \n    template<typename T>\n    struct Model : Concept {\n        T callable;\n        Model(T&& c) : callable(forward<T>(c)) {}\n        void call() override { callable(); }\n    };\n    \n    unique_ptr<Concept> pimpl;\n    \npublic:\n    template<typename T>\n    AnyCallable(T&& callable) \n        : pimpl(make_unique<Model<T>>(forward<T>(callable))) {}\n    \n    void operator()() {\n        pimpl->call();\n    }\n};\n\nint main() {\n    int counter = 0;\n    \n    AnyCallable f1([]() { cout << \"Лямбда без захвата\" << endl; });\n    AnyCallable f2([&counter]() { \n        counter++;\n        cout << \"Лямбда с захватом, counter = \" << counter << endl; \n    });\n    \n    f1();\n    f2();\n    f2();\n    \n    return 0;\n}"
"напиши программу с SFINAE для условной компиляции","#include <iostream>\n#include <type_traits>\nusing namespace std;\n\n// SFINAE для типов с методом serialize()\ntemplate<typename T>\nclass has_serialize {\nprivate:\n    template<typename U>\n    static auto test(int) -> decltype(\n        declval<U>().serialize(), true_type{});\n    \n    template<typename U>\n    static false_type test(...);\n    \npublic:\n    static constexpr bool value = decltype(test<T>(0))::value;\n};\n\ntemplate<typename T>\ntypename enable_if<has_serialize<T>::value, string>::type\nserialize(const T& obj) {\n    return obj.serialize();\n}\n\ntemplate<typename T>\ntypename enable_if<!has_serialize<T>::value, string>::type\nserialize(const T& obj) {\n    return to_string(obj);\n}\n\nclass MyClass {\npublic:\n    string serialize() const {\n        return \"MyClass serialized\";\n    }\n};\n\nint main() {\n    MyClass obj;\n    int number = 42;\n    \n    cout << serialize(obj) << endl;\n    cout << serialize(number) << endl;\n    \n    return 0;\n}"
"создай программу с tag dispatching для выбора алгоритма","#include <iostream>\n#include <vector>\n#include <list>\n#include <iterator>\nusing namespace std;\n\nstruct random_access_tag {};\nstruct bidirectional_tag {};\n\ntemplate<typename Iterator>\nvoid sort_impl(Iterator first, Iterator last, random_access_tag) {\n    cout << \"Используем быструю сортировку для random access\" << endl;\n    sort(first, last);\n}\n\ntemplate<typename Iterator>\nvoid sort_impl(Iterator first, Iterator last, bidirectional_tag) {\n    cout << \"Используем сортировку слиянием для bidirectional\" << endl;\n    // Упрощенная реализация\n    vector<typename iterator_traits<Iterator>::value_type> temp(first, last);\n    sort(temp.begin(), temp.end());\n    copy(temp.begin(), temp.end(), first);\n}\n\ntemplate<typename Iterator>\nvoid my_sort(Iterator first, Iterator last) {\n    using category = typename iterator_traits<Iterator>::iterator_category;\n    sort_impl(first, last, category{});\n}\n\nint main() {\n    vector<int> vec = {5, 2, 8, 1, 9};\n    list<int> lst = {5, 2, 8, 1, 9};\n    \n    my_sort(vec.begin(), vec.end());\n    my_sort(lst.begin(), lst.end());\n    \n    cout << \"Vector: \";\n    for (int n : vec) cout << n << \" \";\n    cout << endl;\n    \n    cout << \"List: \";\n    for (int n : lst) cout << n << \" \";\n    cout << endl;\n    \n    return 0;\n}"
"напиши программу с compile-time вычислениями используя constexpr if","#include <iostream>\n#include <type_traits>\nusing namespace std;\n\ntemplate<typename T>\nconstexpr void print_type_info() {\n    if constexpr (is_integral_v<T>) {\n        if constexpr (is_signed_v<T>) {\n            cout << \"Знаковый целочисленный тип\" << endl;\n        } else {\n            cout << \"Беззнаковый целочисленный тип\" << endl;\n        }\n    } else if constexpr (is_floating_point_v<T>) {\n        cout << \"Вещественный тип\" << endl;\n    } else if constexpr (is_pointer_v<T>) {\n        cout << \"Указатель\" << endl;\n    } else {\n        cout << \"Другой тип\" << endl;\n    }\n}\n\ntemplate<size_t N>\nconstexpr size_t factorial() {\n    if constexpr (N == 0) {\n        return 1;\n    } else {\n        return N * factorial<N - 1>();\n    }\n}\n\nint main() {\n    print_type_info<int>();\n    print_type_info<double>();\n    print_type_info<int*>();\n    print_type_info<string>();\n    \n    constexpr auto fact_5 = factorial<5>();\n    cout << \"Факториал 5: \" << fact_5 << endl;\n    \n    return 0;\n}"
"напиши программу с optional для обработки отсутствующих значений","#include <iostream>\n#include <optional>\n#include <string>\nusing namespace std;\n\noptional<int> safe_divide(int a, int b) {\n    if (b == 0) {\n        return nullopt;\n    }\n    return a / b;\n}\n\noptional<string> find_user(int id) {\n    if (id == 1) return \"Alice\";\n    if (id == 2) return \"Bob\";\n    return nullopt;\n}\n\nint main() {\n    auto result1 = safe_divide(10, 2);\n    if (result1) {\n        cout << \"10 / 2 = \" << *result1 << endl;\n    } else {\n        cout << \"Деление на ноль!\" << endl;\n    }\n    \n    auto result2 = safe_divide(10, 0);\n    if (result2.has_value()) {\n        cout << \"10 / 0 = \" << result2.value() << endl;\n    } else {\n        cout << \"Деление на ноль!\" << endl;\n    }\n    \n    for (int i = 0; i < 4; ++i) {\n        auto user = find_user(i);\n        cout << \"Пользователь \" << i << \": \";\n        if (user) {\n            cout << *user << endl;\n        } else {\n            cout << \"не найден\" << endl;\n        }\n    }\n    \n    return 0;\n}"
"создай программу с variant для хранения разных типов","#include <iostream>\n#include <variant>\n#include <string>\n#include <vector>\nusing namespace std;\n\nusing Value = variant<int, double, string>;\n\nvoid print_value(const Value& val) {\n    visit([](const auto& v) {\n        cout << \"Значение: \" << v << endl;\n    }, val);\n}\n\nclass ValueProcessor {\npublic:\n    void operator()(int i) {\n        cout << \"Обработка int: \" << i * 2 << endl;\n    }\n    \n    void operator()(double d) {\n        cout << \"Обработка double: \" << d + 0.5 << endl;\n    }\n    \n    void operator()(const string& s) {\n        cout << \"Обработка string: \" << s.length() << \" символов\" << endl;\n    }\n};\n\nint main() {\n    vector<Value> values = {42, 3.14, \"hello\", 100, \"world\"};\n    \n    cout << \"Все значения:\" << endl;\n    for (const auto& val : values) {\n        print_value(val);\n    }\n    \n    cout << \"\\nОбработка:\" << endl;\n    ValueProcessor processor;\n    for (auto& val : values) {\n        visit(processor, val);\n    }\n    \n    // Проверка типа\n    Value v = \"test\";\n    if (holds_alternative<string>(v)) {\n        cout << \"\\nV содержит string: \" << get<string>(v) << endl;\n    }\n    \n    return 0;\n}"
"напиши программу с any для хранения любого типа","#include <iostream>\n#include <any>\n#include <string>\n#include <typeinfo>\n#include <vector>\nusing namespace std;\n\nvoid print_any(const any& value) {\n    if (value.type() == typeid(int)) {\n        cout << \"int: \" << any_cast<int>(value) << endl;\n    } else if (value.type() == typeid(double)) {\n        cout << \"double: \" << any_cast<double>(value) << endl;\n    } else if (value.type() == typeid(string)) {\n        cout << \"string: \" << any_cast<string>(value) << endl;\n    } else {\n        cout << \"неизвестный тип: \" << value.type().name() << endl;\n    }\n}\n\nint main() {\n    vector<any> values;\n    \n    values.push_back(42);\n    values.push_back(3.14159);\n    values.push_back(string(\"Hello\"));\n    values.push_back(true);\n    \n    cout << \"Содержимое вектора:\" << endl;\n    for (const auto& val : values) {\n        print_any(val);\n    }\n    \n    // Безопасное извлечение\n    try {\n        auto str = any_cast<string>(values[2]);\n        cout << \"\\nБезопасное извлечение: \" << str << endl;\n    } catch (const bad_any_cast& e) {\n        cout << \"Ошибка приведения типа: \" << e.what() << endl;\n    }\n    \n    // Проверка наличия значения\n    if (values[0].has_value()) {\n        cout << \"Первое значение существует\" << endl;\n    }\n    \n    return 0;\n}"
"создай программу с expected для обработки ошибок и значений","#include <iostream>\n#include <string>\n#include <system_error>\nusing namespace std;\n\n// Упрощенная реализация expected\ntemplate<typename T, typename E>\nclass expected {\nprivate:\n    union {\n        T value;\n        E error;\n    };\n    bool has_value;\n    \npublic:\n    expected(const T& v) : value(v), has_value(true) {}\n    expected(const E& e) : error(e), has_value(false) {}\n    \n    ~expected() {\n        if (has_value) {\n            value.~T();\n        } else {\n            error.~E();\n        }\n    }\n    \n    bool hasValue() const { return has_value; }\n    \n    T& getValue() {\n        if (!has_value) throw runtime_error(\"Нет значения\");\n        return value;\n    }\n    \n    const E& getError() const {\n        if (has_value) throw runtime_error(\"Нет ошибки\");\n        return error;\n    }\n    \n    explicit operator bool() const { return has_value; }\n};\n\nenum class FileError {\n    NotFound,\n    PermissionDenied,\n    IOError\n};\n\nexpected<string, FileError> read_file(const string& filename) {\n    if (filename == \"data.txt\") {\n        return \"содержимое файла\";\n    } else {\n        return FileError::NotFound;\n    }\n}\n\nint main() {\n    auto result1 = read_file(\"data.txt\");\n    if (result1) {\n        cout << \"Успех: \" << result1.getValue() << endl;\n    } else {\n        cout << \"Ошибка: файл не найден\" << endl;\n    }\n    \n    auto result2 = read_file(\"missing.txt\");\n    if (result2) {\n        cout << \"Успех: \" << result2.getValue() << endl;\n    } else {\n        cout << \"Ошибка: файл не найден\" << endl;\n    }\n    \n    return 0;\n}"
"напиши программу с span для работы с непрерывными последовательностями","#include <iostream>\n#include <span>\n#include <vector>\n#include <array>\nusing namespace std;\n\nvoid print_span(span<const int> data) {\n    cout << \"Элементы: \";\n    for (int value : data) {\n        cout << value << \" \";\n    }\n    cout << endl;\n    cout << \"Размер: \" << data.size() << endl;\n    cout << \"Пустой: \" << (data.empty() ? \"да\" : \"нет\") << endl;\n}\n\nvoid process_subspan(span<int> data) {\n    if (data.size() >= 3) {\n        auto sub = data.subspan(1, data.size() - 2);\n        cout << \"Поддиапазон: \";\n        for (int& value : sub) {\n            value *= 2; // Модифицируем исходные данные\n        }\n        for (int value : sub) {\n            cout << value << \" \";\n        }\n        cout << endl;\n    }\n}\n\nint main() {\n    vector<int> vec = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};\n    array<int, 5> arr = {10, 20, 30, 40, 50};\n    \n    cout << \"Вектор:\" << endl;\n    print_span(span(vec));\n    \n    cout << \"\\nМассив:\" << endl;\n    print_span(span(arr));\n    \n    cout << \"\\nОбработка поддиапазона:\" << endl;\n    process_subspan(span(vec));\n    cout << \"После обработки: \";\n    for (int value : vec) {\n        cout << value << \" \";\n    }\n    cout << endl;\n    \n    return 0;\n}"
"напиши программу с source_location для отладки","#include <iostream>\n#include <source_location>\n#include <string>\nusing namespace std;\n\nvoid log(const string& message, \n         const source_location location = source_location::current()) {\n    cout << \"Файл: \" << location.file_name() \n         << \"(\" << location.line() << \":\" << location.column() << \")\"\n         << \" функция: \" << location.function_name()\n         << \"\\nСообщение: \" << message << endl;\n}\n\nclass Debugger {\npublic:\n    Debugger(const source_location location = source_location::current()) {\n        log(\"Объект создан\", location);\n    }\n    \n    ~Debugger() {\n        log(\"Объект уничтожен\");\n    }\n    \n    void method() {\n        log(\"Метод вызван\");\n    }\n};\n\nvoid test_function() {\n    log(\"Внутри test_function\");\n    Debugger debug;\n    debug.method();\n}\n\nint main() {\n    log(\"Начало программы\");\n    test_function();\n    log(\"Конец программы\");\n    \n    return 0;\n}"
"создай программу с bit_cast для безопасного преобразования типов","#include <iostream>\n#include <bit>\n#include <cstring>\n#include <iomanip>\nusing namespace std;\n\nint main() {\n    float f = 3.14159f;\n    \n    // Безопасное преобразование float -> int\n    auto i = bit_cast<int>(f);\n    \n    cout << \"Исходное float: \" << f << endl;\n    cout << \"Преобразованное int: \" << i << endl;\n    cout << \"Шестнадцатеричное представление: 0x\" \n         << hex << i << dec << endl;\n    \n    // Обратное преобразование\n    auto f2 = bit_cast<float>(i);\n    cout << \"Восстановленное float: \" << f2 << endl;\n    \n    // Сравнение с memcpy (старый способ)\n    int i_old;\n    memcpy(&i_old, &f, sizeof(f));\n    cout << \"Через memcpy: \" << i_old << endl;\n    cout << \"Результаты совпадают: \" << (i == i_old) << endl;\n    \n    // Работа с double\n    double d = 2.71828;\n    auto l = bit_cast<uint64_t>(d);\n    cout << \"\\nDouble: \" << d << endl;\n    cout << \"Как uint64_t: 0x\" << hex << l << dec << endl;\n    \n    return 0;\n}"
"напиши программу с endian для определения порядка байтов","#include <iostream>\n#include <bit>\n#include <cstdint>\nusing namespace std;\n\nconst char* endian_to_string(endian e) {\n    switch (e) {\n        case endian::little: return \"little-endian\";\n        case endian::big: return \"big-endian\";\n        case endian::native: return \"native\";\n        default: return \"mixed-endian\";\n    }\n}\n\nbool is_little_endian() {\n    return endian::native == endian::little;\n}\n\nbool is_big_endian() {\n    return endian::native == endian::big;\n}\n\nuint32_t swap_endian(uint32_t value) {\n    return ((value & 0x000000FF) << 24) |\n           ((value & 0x0000FF00) << 8) |\n           ((value & 0x00FF0000) >> 8) |\n           ((value & 0xFF000000) >> 24);\n}\n\nint main() {\n    cout << \"Порядок байтов системы: \" << endian_to_string(endian::native) << endl;\n    cout << \"Little-endian: \" << (is_little_endian() ? \"да\" : \"нет\") << endl;\n    cout << \"Big-endian: \" << (is_big_endian() ? \"да\" : \"нет\") << endl;\n    \n    // Проверка на конкретном числе\n    uint32_t test_value = 0x12345678;\n    cout << \"\\nИсходное значение: 0x\" << hex << test_value << dec << endl;\n    \n    if (is_little_endian()) {\n        cout << \"Система little-endian - порядок байтов обратный\" << endl;\n        uint32_t swapped = swap_endian(test_value);\n        cout << \"После смены endian: 0x\" << hex << swapped << dec << endl;\n    } else {\n        cout << \"Система big-endian - порядок байтов прямой\" << endl;\n    }\n    \n    // Проверка с помощью union\n    union {\n        uint32_t i;\n        uint8_t c[4];\n    } test_union;\n    \n    test_union.i = 0x01020304;\n    cout << \"\\nПроверка через union:\" << endl;\n    cout << \"Байты: \";\n    for (int i = 0; i < 4; ++i) {\n        cout << \"0x\" << hex << (int)test_union.c[i] << \" \";\n    }\n    cout << dec << endl;\n    \n    return 0;\n}"
"создай программу с counting_semaphore для синхронизации потоков","#include <iostream>\n#include <thread>\n#include <semaphore>\n#include <vector>\n#include <chrono>\nusing namespace std;\n\ncounting_semaphore<5> semaphore(3); // Максимум 5, начальное значение 3\n\nvoid worker(int id) {\n    cout << \"Поток \" << id << \" пытается войти\" << endl;\n    semaphore.acquire();\n    \n    cout << \"Поток \" << id << \" вошел в критическую секцию\" << endl;\n    this_thread::sleep_for(chrono::milliseconds(1000));\n    \n    cout << \"Поток \" << id << \" выходит\" << endl;\n    semaphore.release();\n}\n\nint main() {\n    vector<thread> threads;\n    \n    for (int i = 0; i < 10; ++i) {\n        threads.emplace_back(worker, i);\n    }\n    \n    for (auto& t : threads) {\n        t.join();\n    }\n    \n    cout << \"Все потоки завершили работу\" << endl;\n    return 0;\n}"
"напиши программу с barrier для синхронизации группы потоков","#include <iostream>\n#include <thread>\n#include <barrier>\n#include <vector>\n#include <chrono>\nusing namespace std;\n\nbarrier sync_point(3, []() noexcept {\n    cout << \"Все потоки достигли барьера!\" << endl;\n});\n\nvoid worker(int id) {\n    cout << \"Поток \" << id << \" начал фазу 1\" << endl;\n    this_thread::sleep_for(chrono::milliseconds(100 * id));\n    \n    sync_point.arrive_and_wait();\n    \n    cout << \"Поток \" << id << \" начал фазу 2\" << endl;\n    this_thread::sleep_for(chrono::milliseconds(50 * id));\n    \n    sync_point.arrive_and_wait();\n    \n    cout << \"Поток \" << id << \" завершил работу\" << endl;\n}\n\nint main() {\n    vector<thread> threads;\n    \n    for (int i = 0; i < 3; ++i) {\n        threads.emplace_back(worker, i);\n    }\n    \n    for (auto& t : threads) {\n        t.join();\n    }\n    \n    cout << \"Все потоки завершили работу\" << endl;\n    return 0;\n}"
"напиши программу которая генерирует UUID","#include <iostream>\n#include <random>\n#include <sstream>\nusing namespace std;\n\nstring generateUUID() {\n    random_device rd;\n    mt19937 gen(rd());\n    uniform_int_distribution<> dis(0, 15);\n    \n    stringstream ss;\n    ss << hex;\n    for(int i = 0; i < 32; i++) {\n        if(i == 8 || i == 12 || i == 16 || i == 20) ss << \"-\";\n        ss << dis(gen);\n    }\n    return ss.str();\n}\n\nint main() {\n    cout << \"UUID: \" << generateUUID() << endl;\n    return 0;\n}"
"создай программу которая вычисляет возраст по дате рождения","#include <iostream>\n#include <ctime>\nusing namespace std;\n\nint main() {\n    int birth_year = 1990;\n    time_t now = time(0);\n    tm* local = localtime(&now);\n    int current_year = local->tm_year + 1900;\n    cout << \"Возраст: \" << current_year - birth_year << \" лет\" << endl;\n    return 0;\n}"
"напиши программу которая конвертирует число в римскую систему","#include <iostream>\n#include <string>\nusing namespace std;\n\nstring toRoman(int num) {\n    string roman;\n    int values[] = {1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1};\n    string symbols[] = {\"M\", \"CM\", \"D\", \"CD\", \"C\", \"XC\", \"L\", \"XL\", \"X\", \"IX\", \"V\", \"IV\", \"I\"};\n    \n    for(int i = 0; i < 13; i++) {\n        while(num >= values[i]) {\n            roman += symbols[i];\n            num -= values[i];\n        }\n    }\n    return roman;\n}\n\nint main() {\n    int num = 2023;\n    cout << num << \" = \" << toRoman(num) << endl;\n    return 0;\n}"
"создай программу которая проверяет валидность email","#include <iostream>\n#include <string>\nusing namespace std;\n\nbool isValidEmail(const string& email) {\n    return email.find('@') != string::npos && \n           email.find('.') != string::npos &&\n           email.length() > 5;\n}\n\nint main() {\n    string email = \"test@example.com\";\n    cout << email << (isValidEmail(email) ? \" - валидный\" : \" - невалидный\") << endl;\n    return 0;\n}"
"напиши программу которая вычисляет факториал рекурсивно","#include <iostream>\nusing namespace std;\n\nint factorial(int n) {\n    return (n <= 1) ? 1 : n * factorial(n - 1);\n}\n\nint main() {\n    int num = 5;\n    cout << num << \"! = \" << factorial(num) << endl;\n    return 0;\n}"
"создай программу которая вычисляет числа Фибоначчи рекурсивно","#include <iostream>\nusing namespace std;\n\nint fibonacci(int n) {\n    return (n <= 1) ? n : fibonacci(n - 1) + fibonacci(n - 2);\n}\n\nint main() {\n    int n = 10;\n    cout << \"F(\" << n << \") = \" << fibonacci(n) << endl;\n    return 0;\n}"
"напиши программу которая проверяет является ли число простым рекурсивно","#include <iostream>\nusing namespace std;\n\nbool isPrime(int n, int i = 2) {\n    if(n <= 2) return (n == 2);\n    if(n % i == 0) return false;\n    if(i * i > n) return true;\n    return isPrime(n, i + 1);\n}\n\nint main() {\n    int num = 17;\n    cout << num << (isPrime(num) ? \" - простое\" : \" - не простое\") << endl;\n    return 0;\n}"
"напиши программу которая вычисляет сумму цифр рекурсивно","#include <iostream>\nusing namespace std;\n\nint sumOfDigits(int n) {\n    return (n == 0) ? 0 : (n % 10) + sumOfDigits(n / 10);\n}\n\nint main() {\n    int num = 12345;\n    cout << \"Сумма цифр: \" << sumOfDigits(num) << endl;\n    return 0;\n}"
"создай программу которая вычисляет степень рекурсивно","#include <iostream>\nusing namespace std;\n\ndouble power(double base, int exponent) {\n    if(exponent == 0) return 1;\n    if(exponent > 0) return base * power(base, exponent - 1);\n    return 1 / power(base, -exponent);\n}\n\nint main() {\n    cout << \"2^5 = \" << power(2, 5) << endl;\n    return 0;\n}"
"напиши программу которая находит НОД рекурсивно","#include <iostream>\nusing namespace std;\n\nint gcd(int a, int b) {\n    return (b == 0) ? a : gcd(b, a % b);\n}\n\nint main() {\n    int a = 48, b = 18;\n    cout << \"НОД(\" << a << \", \" << b << \") = \" << gcd(a, b) << endl;\n    return 0;\n}"
"создай программу которая проверяет палиндром рекурсивно","#include <iostream>\n#include <string>\nusing namespace std;\n\nbool isPalindrome(const string& str, int start, int end) {\n    if(start >= end) return true;\n    if(str[start] != str[end]) return false;\n    return isPalindrome(str, start + 1, end - 1);\n}\n\nint main() {\n    string str = \"radar\";\n    cout << str << (isPalindrome(str, 0, str.length()-1) ? \" - палиндром\" : \" - не палиндром\") << endl;\n    return 0;\n}"
"напиши программу которая вычисляет биномиальный коэффициент","#include <iostream>\nusing namespace std;\n\nint binomial(int n, int k) {\n    if(k == 0 || k == n) return 1;\n    return binomial(n - 1, k - 1) + binomial(n - 1, k);\n}\n\nint main() {\n    cout << \"C(5, 2) = \" << binomial(5, 2) << endl;\n    return 0;\n}"
"напиши программу которая решает задачу о Ханойских башнях","#include <iostream>\nusing namespace std;\n\nvoid hanoi(int n, char from, char to, char aux) {\n    if(n == 1) {\n        cout << \"Переместить диск 1 с \" << from << \" на \" << to << endl;\n        return;\n    }\n    hanoi(n - 1, from, aux, to);\n    cout << \"Переместить диск \" << n << \" с \" << from << \" на \" << to << endl;\n    hanoi(n - 1, aux, to, from);\n}\n\nint main() {\n    hanoi(3, 'A', 'C', 'B');\n    return 0;\n}"
"создай программу которая вычисляет детерминант матрицы 3x3","#include <iostream>\nusing namespace std;\n\nint determinant3x3(int mat[3][3]) {\n    return mat[0][0]*(mat[1][1]*mat[2][2] - mat[1][2]*mat[2][1]) -\n           mat[0][1]*(mat[1][0]*mat[2][2] - mat[1][2]*mat[2][0]) +\n           mat[0][2]*(mat[1][0]*mat[2][1] - mat[1][1]*mat[2][0]);\n}\n\nint main() {\n    int mat[3][3] = {{1,2,3}, {4,5,6}, {7,8,9}};\n    cout << \"Детерминант: \" << determinant3x3(mat) << endl;\n    return 0;\n}"
"напиши программу которая умножает матрицы 2x2","#include <iostream>\nusing namespace std;\n\nint main() {\n    int A[2][2] = {{1,2}, {3,4}};\n    int B[2][2] = {{5,6}, {7,8}};\n    int C[2][2] = {0};\n    \n    for(int i = 0; i < 2; i++) {\n        for(int j = 0; j < 2; j++) {\n            for(int k = 0; k < 2; k++) {\n                C[i][j] += A[i][k] * B[k][j];\n            }\n        }\n    }\n    \n    cout << \"Результат умножения:\" << endl;\n    for(int i = 0; i < 2; i++) {\n        for(int j = 0; j < 2; j++) {\n            cout << C[i][j] << \" \";\n        }\n        cout << endl;\n    }\n    return 0;\n}"
